SourceName,DatasetName,Description,layerName,layerParameter,Statistic,Levels,inputFile,outputFile,outputFileName,variableOfInterest,OrigLocation,MetadataLocation,StartDate,EndDate,DatabaseStore,Units,Blank
NOAA,GHCN Gridded Land Precipitation (V2) and Temperature Anomalies (V3),GHCN V2 contains gridded precipitation anomalies calculated from the GHCN version 2 monthly precipitation data set.,,,Anomaly,Surface,ghcn/air.mon.anom.nc,ghcn/air.mon.anom.csv,air.mon.anom.csv,air,ftp://ftp2.psl.noaa.gov/Datasets/ghcngridded/air.mon.anom.nc,,1880-01-01,2020-04-01,mrsharky_ghcn_air_mon_anom,mm,
